work_order_id,site_id,site_name,site_type,region,priority,recommended_action,estimated_cost_usd,estimated_downtime_prevented_hours,numeric_risk_score,numeric_risk_level,vision_findings_level,n_defects_detected,image_file,site_coastal_exposure,site_age_years,merged_assessment,numeric_interpretation,vision_interpretation,agent_trace,generated_at
WO-SITE0077-202607301728,SITE0077,Jawa Tengah - Mojokerto,BTS Tower,Sulawesi Selatan,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,9.12613280680914e-06,NORMAL,CLEAN,0,corrosion_detection-unzub_Setting-in-of-galvanic-corrosion-at-joints-of-different-metals-_jpg.rf.d4f2bb6703c7f1216a1d24dccd21fabd.jpg,Low,7.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:7.0(+0.2) Failures:0(+0.0) Score:0.20,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0077', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.20', '[decision] LOW']",2026-07-30T17:28:20.389893Z
WO-SITE0078-202607301728,SITE0078,Jawa Timur - Pariaman,Outdoor Cabinet,Jabodetabek,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.0183648697750644e-05,NORMAL,MEDIUM,5,corrosion_detection-unzub_galvanic-corrosion_teahub-io-door-lock-_jpg.rf.fa758116bc3d88df0f0752b9de7e1db6.jpg,High,8.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:High(+0.5) Age:8.0(+0.3) Failures:0(+0.0) Score:0.80,Risk=0.000 NORMAL.,5 corrosion regions.,"['[collect] SITE0078', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.80', '[decision] LOW']",2026-07-30T17:28:20.396406Z
WO-SITE0079-202607301728,SITE0079,Kalimantan Timur - Banjarmasin,BTS Tower,Kalimantan Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,9.24512415870994e-06,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-74-_jpeg.rf.cbd3ff320f71b2c2cf66f3d11171e975.jpg,Low,10.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:10.0(+0.5) Failures:0(+0.0) Score:0.50,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0079', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.50', '[decision] LOW']",2026-07-30T17:28:20.402749Z
WO-SITE0080-202607301728,SITE0080,Jawa Timur - Batam,BTS Tower,Jawa Tengah,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,9.942619789445116e-06,NORMAL,MEDIUM,4,pipe-defects-ybzjr_2013-05-sc-verif-pipe_jpg.rf.02db95be1cbffff239e5e2fd62416c74.jpg,Low,2.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:Low(+0.0) Age:2.0(+0.0) Failures:0(+0.0) Score:0.00,Risk=0.000 NORMAL.,4 corrosion regions.,"['[collect] SITE0080', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.00', '[decision] LOW']",2026-07-30T17:28:20.408716Z
WO-SITE0081-202607301728,SITE0081,Sulawesi Selatan - Palembang,Microcell Pole,Jawa Tengah,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.149202350686759e-05,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-71-_jpeg.rf.752997f9e8f84ee6dfa9071127ac9f37.jpg,Low,6.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:6.0(+0.1) Failures:0(+0.0) Score:0.10,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0081', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.10', '[decision] LOW']",2026-07-30T17:28:20.414938Z
WO-SITE0082-202607301728,SITE0082,Jawa Tengah - Binjai,BTS Tower,Kalimantan Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.0700536448033275e-05,NORMAL,MEDIUM,1,corrosion-and-cracks-kuvur_corrosion-59-_jpeg.rf.48ceceea5ed8fafca6d60309ceca5014.jpg,Low,2.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:Low(+0.0) Age:2.0(+0.0) Failures:0(+0.0) Score:0.00,Risk=0.000 NORMAL.,1 corrosion regions.,"['[collect] SITE0082', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.00', '[decision] LOW']",2026-07-30T17:28:20.421248Z
WO-SITE0083-202607301728,SITE0083,Jabodetabek - Serang,Outdoor Cabinet,Jawa Barat,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,7.796829656805416e-06,NORMAL,MEDIUM,15,corrosion_detection-unzub_large-sacrificial-anode-on-steel-hull-of-canal-narrow-barge-boat-in-ETN2R5_jpg.rf.89e42e4adad513f47884a5f065fd6724.jpg,Medium,10.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:Medium(+0.2) Age:10.0(+0.5) Failures:0(+0.0) Score:0.70,Risk=0.000 NORMAL.,15 corrosion regions.,"['[collect] SITE0083', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.70', '[decision] LOW']",2026-07-30T17:28:20.427187Z
WO-SITE0084-202607301728,SITE0084,Sulawesi Selatan - Bima,BTS Tower,Kalimantan Timur,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,1.7120731501038798e-05,NORMAL,CRITICAL,5,pipe-defects-ybzjr_broken-pipe_jpg.rf.f0794a6d700ea3990ba315c003ffff85.jpg,High,2.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:High(+0.5) Age:2.0(+0.0) Failures:0(+0.0) Score:3.50,Risk=0.000 NORMAL.,"5 defects, high-confidence crack.","['[collect] SITE0084', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=3.50', '[decision] HIGH']",2026-07-30T17:28:20.433239Z
WO-SITE0085-202607301728,SITE0085,Jabodetabek - Salatiga,Outdoor Cabinet,Bali-Nusra,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,7.911112263058454e-06,NORMAL,CRITICAL,4,pipe-defects-ybzjr_a4b8bfb5a418bf33304750f0c42f01a0_jpg.rf.9f778749daee24004f7284a4991c0cb0.jpg,Low,2.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:Low(+0.0) Age:2.0(+0.0) Failures:1(+0.5) Score:3.50,Risk=0.000 NORMAL.,"4 defects, high-confidence crack.","['[collect] SITE0085', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=3.50', '[decision] HIGH']",2026-07-30T17:28:20.440009Z
WO-SITE0086-202607301728,SITE0086,Jawa Barat - Prabumulih,BTS Tower,Bali-Nusra,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,1.0266392479579105e-05,NORMAL,CRITICAL,12,corrosion_detection-unzub_corrosion-metal-rusty-bollard-abandoned-pier-221587764_jpg.rf.403b9b04082d1dd3ee477b5049e7e10d.jpg,High,11.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:High(+0.5) Age:11.0(+0.6) Failures:0(+0.0) Score:4.10,Risk=0.000 NORMAL.,"12 defects, high-confidence crack.","['[collect] SITE0086', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=4.10', '[decision] HIGH']",2026-07-30T17:28:20.450783Z
WO-SITE0087-202607301728,SITE0087,Jawa Timur - Mataram,Outdoor Cabinet,Jawa Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,6.317376743484164e-06,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-50-_jpeg.rf.22a2f1df5ce140ed99dfb0fcfaa08854.jpg,Low,8.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:8.0(+0.3) Failures:0(+0.0) Score:0.30,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0087', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.30', '[decision] LOW']",2026-07-30T17:28:20.463062Z
WO-SITE0088-202607301728,SITE0088,Kalimantan Timur - Batu,BTS Tower,Bali-Nusra,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,6.399411735591959e-06,NORMAL,MEDIUM,7,corrosion_detection-unzub_images_jpg.rf.db415e20ed2d2552a1bc056d9fb95a72.jpg,High,5.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:High(+0.5) Age:5.0(+0.0) Failures:0(+0.0) Score:0.50,Risk=0.000 NORMAL.,7 corrosion regions.,"['[collect] SITE0088', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.50', '[decision] LOW']",2026-07-30T17:28:20.474091Z
WO-SITE0089-202607301728,SITE0089,Jawa Timur - Singkawang,BTS Tower,Jawa Tengah,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,7.730234245677904e-06,NORMAL,CLEAN,0,corrosion_detection-unzub_Setting-in-of-galvanic-corrosion-at-joints-of-different-metals-_jpg.rf.693c7127a6ebbb7ed7c27d88ffc446de.jpg,Low,3.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:3.0(+0.0) Failures:0(+0.0) Score:0.00,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0089', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.00', '[decision] LOW']",2026-07-30T17:28:20.484443Z
WO-SITE0090-202607301728,SITE0090,Jawa Tengah - Bukittinggi,BTS Tower,Bali-Nusra,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,8.209484563656282e-06,NORMAL,CRITICAL,8,corrosion_detection-unzub_Bolts-in-non-salt-water-environments-and-not-in-constant-contact-with-water--such-as-this-one--are-more-than-likely-just-rusty-and-safe-for-climbing-_jpg.rf.5df06376155452ffce6406c563b855b9.jpg,Low,3.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:Low(+0.0) Age:3.0(+0.0) Failures:0(+0.0) Score:3.00,Risk=0.000 NORMAL.,"8 defects, high-confidence crack.","['[collect] SITE0090', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=3.00', '[decision] HIGH']",2026-07-30T17:28:20.490650Z
WO-SITE0091-202607301728,SITE0091,Jawa Barat - Malang,Outdoor Cabinet,Bali-Nusra,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.0738403831424553e-05,NORMAL,MEDIUM,10,corrosion-and-cracks-kuvur_corrosion-53-_jpeg.rf.e30648e2534476d98656f4e781d89e09.jpg,Low,2.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:Low(+0.0) Age:2.0(+0.0) Failures:0(+0.0) Score:0.00,Risk=0.000 NORMAL.,10 corrosion regions.,"['[collect] SITE0091', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.00', '[decision] LOW']",2026-07-30T17:28:20.496626Z
WO-SITE0092-202607301728,SITE0092,Bali-Nusra - Parepare,Microcell Pole,Bali-Nusra,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,9.747934098700938e-06,NORMAL,MEDIUM,5,corrosion_detection-unzub_close-up-of-rusty-wheel-arches-on-a-silver-car-automobile-corrosion-and-the-effect-of-road-stock-images_csp92731156_jpg.rf.d4f96d9fc64971a2cf9d63721b129dd4.jpg,Medium,8.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:Medium(+0.2) Age:8.0(+0.3) Failures:0(+0.0) Score:0.50,Risk=0.000 NORMAL.,5 corrosion regions.,"['[collect] SITE0092', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.50', '[decision] LOW']",2026-07-30T17:28:20.502506Z
WO-SITE0093-202607301728,SITE0093,Jawa Barat - Binjai,Microcell Pole,Jabodetabek,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,9.009305802721629e-06,NORMAL,CLEAN,0,pipe-defects-ybzjr_istockphoto-457208459-612x612_jpg.rf.a4961bf1833804b0673ff9a89143ce26.jpg,High,8.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:High(+0.5) Age:8.0(+0.3) Failures:0(+0.0) Score:0.80,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0093', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.80', '[decision] LOW']",2026-07-30T17:28:20.508204Z
WO-SITE0094-202607301728,SITE0094,Bali-Nusra - Pangkalpinang,Indoor BTS Room,Kalimantan Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.7250471193397376e-05,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-21-_jpeg.rf.3ab17e169ab9b8cf8b0503752d79d2f7.jpg,High,4.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:High(+0.5) Age:4.0(+0.0) Failures:0(+0.0) Score:0.50,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0094', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.50', '[decision] LOW']",2026-07-30T17:28:20.513599Z
WO-SITE0095-202607301728,SITE0095,Jawa Barat - Pariaman,Outdoor Cabinet,Sumatera Utara,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,9.41329149247952e-06,NORMAL,MEDIUM,7,corrosion_detection-unzub_images_jpg.rf.63cf30a5daf24d2e345af11f0b4455f1.jpg,Low,3.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:Low(+0.0) Age:3.0(+0.0) Failures:0(+0.0) Score:0.00,Risk=0.000 NORMAL.,7 corrosion regions.,"['[collect] SITE0095', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.00', '[decision] LOW']",2026-07-30T17:28:20.519097Z
WO-SITE0096-202607301728,SITE0096,Sumatera Utara - Bau-Bau,BTS Tower,Sulawesi Selatan,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.0930482410304658e-05,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-75-_jpeg.rf.dc65cc82751608b5bbb401ffa481a582.jpg,Low,2.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:2.0(+0.0) Failures:0(+0.0) Score:0.00,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0096', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.00', '[decision] LOW']",2026-07-30T17:28:20.524718Z
WO-SITE0097-202607301728,SITE0097,Jabodetabek - Bima,Outdoor Cabinet,Jabodetabek,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,6.754267856208057e-06,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-39-_jpeg.rf.4e5e04c5de52db6df6b58ad304d32425.jpg,Low,6.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:6.0(+0.1) Failures:0(+0.0) Score:0.10,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0097', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.10', '[decision] LOW']",2026-07-30T17:28:20.529999Z
WO-SITE0098-202607301728,SITE0098,Sumatera Utara - Ternate,Outdoor Cabinet,Kalimantan Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,4.062691475530133e-05,NORMAL,MEDIUM,2,corrosion-and-cracks-kuvur_corrosion-5-_jpeg.rf.8bce28dba3a39e00b3813dead01011b3.jpg,Low,6.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:Low(+0.0) Age:6.0(+0.1) Failures:0(+0.0) Score:0.10,Risk=0.000 NORMAL.,2 corrosion regions.,"['[collect] SITE0098', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.10', '[decision] LOW']",2026-07-30T17:28:20.535767Z
WO-SITE0099-202607301728,SITE0099,Sulawesi Selatan - Pariaman,BTS Tower,Sulawesi Selatan,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,8.706727443373174e-06,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-27-_jpeg.rf.3734556db6feaf2c6ab8a76cf748a6c7.jpg,Low,11.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:11.0(+0.6) Failures:0(+0.0) Score:0.60,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0099', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.60', '[decision] LOW']",2026-07-30T17:28:20.541462Z
WO-SITE0100-202607301728,SITE0100,Jawa Timur - Pematangsiantar,BTS Tower,Sumatera Utara,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,1.3066105351524444e-05,NORMAL,CRITICAL,12,corrosion_detection-unzub_rspa20140254f01_jpg.rf.0efef08a3ac78e01c1f27fb2c76d9fe0.jpg,High,11.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:High(+0.5) Age:11.0(+0.6) Failures:0(+0.0) Score:4.10,Risk=0.000 NORMAL.,"12 defects, high-confidence crack.","['[collect] SITE0100', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=4.10', '[decision] HIGH']",2026-07-30T17:28:20.547358Z
WO-SITE0101-202607301728,SITE0101,Kalimantan Timur - Gorontalo,BTS Tower,Sulawesi Selatan,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,9.845147089790876e-06,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-37-_jpeg.rf.74d6d2285600c1856e175cb377e43f49.jpg,Low,6.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:6.0(+0.1) Failures:0(+0.0) Score:0.10,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0101', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.10', '[decision] LOW']",2026-07-30T17:28:20.552892Z
WO-SITE0102-202607301728,SITE0102,Sumatera Utara - Bontang,BTS Tower,Jabodetabek,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,9.321066359011782e-06,NORMAL,CLEAN,0,pipe-defects-ybzjr_istockphoto-459445883-612x612_jpg.rf.51c9112298a2b54a44cb869f037c6d4f.jpg,Medium,12.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Medium(+0.2) Age:12.0(+0.7) Failures:0(+0.0) Score:0.90,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0102', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.90', '[decision] LOW']",2026-07-30T17:28:20.558730Z
WO-SITE0103-202607301728,SITE0103,Sumatera Utara - Tual,Microcell Pole,Sulawesi Selatan,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,5.2063106156864665e-06,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-16-_jpeg.rf.9ed1b40b28438f965dc76fdd7910df1e.jpg,Low,9.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:9.0(+0.4) Failures:0(+0.0) Score:0.40,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0103', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.40', '[decision] LOW']",2026-07-30T17:28:20.564143Z
WO-SITE0104-202607301728,SITE0104,Jabodetabek - Sukabumi,Microcell Pole,Jawa Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.8475064229731988e-05,NORMAL,MEDIUM,22,corrosion_detection-unzub_XgwFu4rMj0aIPThJQJbUT92Ac0gTgc7c1607363452_jpg.rf.6df7d515dc6d83ebbbb89a0655e2cf54.jpg,High,6.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:High(+0.5) Age:6.0(+0.1) Failures:1(+0.5) Score:1.10,Risk=0.000 NORMAL.,22 corrosion regions.,"['[collect] SITE0104', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=1.10', '[decision] LOW']",2026-07-30T17:28:20.569978Z
WO-SITE0105-202607301728,SITE0105,Bali-Nusra - Tanjungpinang,Outdoor Cabinet,Sumatera Utara,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,8.420218454911957e-06,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-74-_jpeg.rf.cbd3ff320f71b2c2cf66f3d11171e975.jpg,Low,6.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:6.0(+0.1) Failures:0(+0.0) Score:0.10,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0105', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.10', '[decision] LOW']",2026-07-30T17:28:20.575181Z
WO-SITE0106-202607301728,SITE0106,Jawa Tengah - Pematangsiantar,Microcell Pole,Kalimantan Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.3058640279884589e-05,NORMAL,MEDIUM,12,corrosion_detection-unzub_pit-corrosion-in-aisi-rolled-steel_jpg.rf.aafb055a0b72349dd5f46a09276be230.jpg,Low,10.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:Low(+0.0) Age:10.0(+0.5) Failures:0(+0.0) Score:0.50,Risk=0.000 NORMAL.,12 corrosion regions.,"['[collect] SITE0106', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.50', '[decision] LOW']",2026-07-30T17:28:20.580515Z
WO-SITE0107-202607301728,SITE0107,Sumatera Utara - Cimahi,Microcell Pole,Jawa Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.0158153617928137e-05,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-24-_jpeg.rf.4181b39198e1a8f19000cf37dbf626c4.jpg,Low,8.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:8.0(+0.3) Failures:0(+0.0) Score:0.30,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0107', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.30', '[decision] LOW']",2026-07-30T17:28:20.585861Z
WO-SITE0108-202607301728,SITE0108,Kalimantan Timur - Yogyakarta,BTS Tower,Jawa Tengah,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.978784876241988e-05,NORMAL,MEDIUM,4,corrosion_detection-unzub_image-4_jpg.rf.733cd152ba6b58c8a7aa5c4c5d68eedb.jpg,High,2.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:High(+0.5) Age:2.0(+0.0) Failures:0(+0.0) Score:0.50,Risk=0.000 NORMAL.,4 corrosion regions.,"['[collect] SITE0108', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.50', '[decision] LOW']",2026-07-30T17:28:20.591248Z
WO-SITE0109-202607301728,SITE0109,Bali-Nusra - Prabumulih,Outdoor Cabinet,Bali-Nusra,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.1742741568870582e-05,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-62-_jpeg.rf.3fb47b88414544da64b1b72d8b5cdfd9.jpg,Low,9.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:9.0(+0.4) Failures:0(+0.0) Score:0.40,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0109', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.40', '[decision] LOW']",2026-07-30T17:28:20.597141Z
WO-SITE0110-202607301728,SITE0110,Jawa Tengah - Subulussalam,Outdoor Cabinet,Jawa Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,9.698517230017288e-06,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-39-_jpeg.rf.d787bcb588519d9c9c79c84c382e0cfe.jpg,Low,6.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:6.0(+0.1) Failures:0(+0.0) Score:0.10,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0110', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.10', '[decision] LOW']",2026-07-30T17:28:20.602489Z
WO-SITE0111-202607301728,SITE0111,Jawa Barat - Singkawang,Indoor BTS Room,Jawa Timur,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,1.5266238438169375e-05,NORMAL,CRITICAL,11,corrosion_detection-unzub_Crevice-corrosion-of-metal-coupling-proximity_jpg.rf.c0921577ce2745f27c87642b28863fd7.jpg,Low,4.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:Low(+0.0) Age:4.0(+0.0) Failures:0(+0.0) Score:3.00,Risk=0.000 NORMAL.,"11 defects, high-confidence crack.","['[collect] SITE0111', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=3.00', '[decision] HIGH']",2026-07-30T17:28:20.607933Z
WO-SITE0112-202607301728,SITE0112,Jabodetabek - Kendari,Microcell Pole,Kalimantan Timur,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,9.763332483155953e-06,NORMAL,CRITICAL,4,corrosion_detection-unzub_main-qimg-dd1c9e2f7bbbaf14ab142360f5cb6b03-lq_jpg.rf.7d0aacc51e1788988bd7808e382a3751.jpg,Low,9.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:Low(+0.0) Age:9.0(+0.4) Failures:1(+0.5) Score:3.90,Risk=0.000 NORMAL.,"4 defects, high-confidence crack.","['[collect] SITE0112', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=3.90', '[decision] HIGH']",2026-07-30T17:28:20.613636Z
WO-SITE0113-202607301728,SITE0113,Kalimantan Timur - Ternate,Indoor BTS Room,Sulawesi Selatan,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,5.994458565060912e-06,NORMAL,CRITICAL,4,pipe-defects-ybzjr_20210213-122216-1A_Frozen-Pipes-2_jpg.rf.d0a12149a7c144bad03fb08e3bec1af3.jpg,Low,9.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:Low(+0.0) Age:9.0(+0.4) Failures:1(+0.5) Score:3.90,Risk=0.000 NORMAL.,"4 defects, high-confidence crack.","['[collect] SITE0113', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=3.90', '[decision] HIGH']",2026-07-30T17:28:20.619074Z
WO-SITE0114-202607301728,SITE0114,Sulawesi Selatan - Dumai,Outdoor Cabinet,Jawa Timur,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,1.027498517771977e-05,NORMAL,CRITICAL,7,pipe-defects-ybzjr_fig-6-pinhole-leaks-in-copper-tubing_jpg.rf.ac0e1e11dc0bfd03fae9219b99de513b.jpg,Medium,3.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:Medium(+0.2) Age:3.0(+0.0) Failures:1(+0.5) Score:3.70,Risk=0.000 NORMAL.,"7 defects, high-confidence crack.","['[collect] SITE0114', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=3.70', '[decision] HIGH']",2026-07-30T17:28:20.624620Z
WO-SITE0115-202607301728,SITE0115,Kalimantan Timur - Manado,Microcell Pole,Kalimantan Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,3.73897147465335e-05,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-50-_jpeg.rf.22a2f1df5ce140ed99dfb0fcfaa08854.jpg,High,6.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:High(+0.5) Age:6.0(+0.1) Failures:0(+0.0) Score:0.60,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0115', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.60', '[decision] LOW']",2026-07-30T17:28:20.629915Z
